Co. Corp TKR,Total,Banks,Financial Services,Diversified Banks,Consumer Finance,Utilities,Real Estate,Supranationals,Industrial Other,Commercial Finance,Government Development Banks,Consumer Services,Transportation & Logistics,Power Generation,Automobiles Manufacturing,Chemicals,Food & Beverage,Life Insurance,Metals & Mining,Machinery Manufacturing,Wireless Telecommunications Services,Electrical Equipment Manufacturing,Exploration & Production,Property & Casualty Insurance,Software & Services,Health Care Facilities & Services,Retail - Consumer Discretionary,Travel & Lodging,Pipeline,Pharmaceuticals,Wireline Telecommunications Services,Integrated Oils,Construction Materials Manufacturing,Hardware,Airlines,Coal Operations,Homebuilders,Oil & Gas Services & Equipment,Supermarkets & Pharmacies,Railroad,Auto Parts Manufacturing,Others,<blank>
BELURM,140046600,,,,,,,,,,,,,,,,140046600,,,,,,,,,,,,,,,,,,,,,,,,,,
BELSTR,19493250,,,,,,,,,19493250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELMAY,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLUN,91349300,,,,,,,,,,,,,,,,,,,,,,,,,,91349300,,,,,,,,,,,,,,,,
BELLTR,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLSW,690995500,,,,,,,,,,,,,,,,690995500,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLAG,122699000,,122699000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELIIN,712390840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712390840,,,,
BELIG,77226996,,,,,,77226996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELHLD,3079417294,,3079417294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELCO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
BELARI,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEKCOL,20858830,,,,,,,,,,,20858830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEKBBB,884186172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884186172,
BEIPRO,678228987,,,,,,678228987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIJII,6676074760,,,,,,,,300000000,,,,,,,,,,,,,,,,,,,3938014260,,,,,,,,,,,,2438060500,,,
BEIHYU,239227500,,,,239227500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIHUA,190994400,,,,,,190994400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIHPR,127588000,,,,,,127588000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIGUC,471604020,,471604020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIGRA,350479400,,,,,,,,,,,,,,,,350479400,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIGII,223279000,,,,,,,,223279000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIFEI,63794000,,,,,,,,63794000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIENT,3595087000,,,,,3595087000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIECO,1554713120,,,,,,1554713120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIDAT,2467980000,,,,,,,,,,,,,2467980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEICAP,3168949000,,2452074000,,,716875000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIBAM,111639500,,,,,,,,,,,,,,,,,,,,,,,,,,111639500,,,,,,,,,,,,,,,,
BEHRDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
BEFTBB,222391938,,,,,,222391938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEFOEU,18404850,,,,,,18404850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEFINA,38362200,,,,,38362200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEENAR,142869,,,,,,,,,,,,,,,,,,,,,,,,,,142869,,,,,,,,,,,,,,,,
BEEFBZ,2150000000,,,,,,,,,,,,,,,,2150000000,,,,,,,,,,,,,,,,,,,,,,,,,,
BEECDE,184627920,,184627920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECUIN,159162000,,159162000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECTB,95182200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95182200,
BECRSC,9440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9440000,
BECPTT,59377340,,59377340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECOBO,3021712,3021712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECN,1600000000,,,,,,,,,,,,,,,,,,,,,,,,,,1600000000,,,,,,,,,,,,,,,,
BECLTB,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECKFD,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECKET,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECAPI,3887881000,,,,,,3887881000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEBUIN,1028671020,,1028671020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEBSGA,10550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10550000,
BEBRID,8915507,,,,,,,,,,,8915507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEBIOE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
BEAV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
BEARRC,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAORT,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEALFI,20619000,20619000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAFRT,257667900,,257667900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDX,20055152000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20055152000,
BDVC,250000000,,250000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDTNWE,5204120,,,,,,,,,,,,,,,,,,,,,5204120,,,,,,,,,,,,,,,,,,,,,
BDTMED,3435572,,,,,,,,,,,,,,,,,,,3435572,,,,,,,,,,,,,,,,,,,,,,,
BDTKMD,2778936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778936,,,,,,,,,
BDTHMD,13894680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13894680,
BDSUIJ,55395525,55395525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDSI,175601672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175601672,
BDSAHM,55598295,55598295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDRLNO,150000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000000,,,,,
BDOPM,1958209590,1958209590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDN,1300000000,,,,,,1300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDMSTB,889636296,,,,,,,,,,,,,,,,,,,,,,,,,889636296,,,,,,,,,,,,,,,,,
BDLYRE,159485000,,,,,,159485000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDKIIJ,96018910,96018910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDICN,49540542,,,,,,,,49540542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDGE,96000000,96000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDFIVE,4711072,,4711072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDELTA,24500000,24500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDEIN,25901929,,,,,,,,,,,,25901929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDC,1611038500,,,,,,,,,,,,,,,,,,,,,1611038500,,,,,,,,,,,,,,,,,,,,,
BDASSO,1850000,,1850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCVER,3727596,3727596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCVEN,24417101,24417101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCVEL,8755801,8755801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCVAUD,1141557200,1141557200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCULC,5550000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5550000000,
BCTRET,12269900,12269900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCTOUR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
BCTOCT,64566668,64566668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCT,176130750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176130750,
BCSW,201185300,201185300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSTFM,48759356,48759356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSPE,15176639,15176639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSOVI,134471969,134471969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSMIC,18111599,18111599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSMAA,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSGIO,89542049,89542049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSFIN,216908190,,216908190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSAT,58278344,58278344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCRX,30000000,,30000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCROOC,104294150,104294150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCRMNI,14974186,14974186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCRIP,1717786,1717786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCRECP,14110385,14110385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCRBK,77940388,77940388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCR,110413000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110413000,
BCPTB,444183600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444183600,
BCPS,925413000,,,,,,,,,,,,,,,,,,,,925413000,,,,,,,,,,,,,,,,,,,,,,
BCPRE,189260754,189260754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCPRA,36099273,36099273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCPPL,12539086473,12539086473,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCPOP,187196956,187196956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCPLEA,46558749,,,,,,,,,46558749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCPICN,96119943,96119943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCPER,40252634,40252634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCPCAP,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCPACH,65262371,65262371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCP,4346989482,4346989482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCOSTA,101000000,101000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCORP,113840580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113840580,,,,,,,,,,
BCOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
BCOPOP,1071271891,1071271891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCOPAN,456792000,456792000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCOOA,133351476,133351476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCOMPS,2348850000,2348850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCOMPE,6257308,6257308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCOMIP,38630000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38630000,
BCOMFL,6367823000,,,,,,,,,6367823000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCOM,770357818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770357818,,,,,,,,,,,,
BCOLO,4794209477,4794209477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCOLAR,4899109,4899109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCOHOL,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
BCOCPE,2616833979,2616833979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCOBX,90963090,90963090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCOBMG,516237300,516237300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCO,671428600,,,,,,,,,,,671428600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCNVIT,149606120,,,,,,149606120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCNO,501582081,501582081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCMRCA,135159083,135159083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCMON,30674750,30674750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCMK,396828430,,,,,,,,,,,,,,,,3831420,,,,,,,,,,392997010,,,,,,,,,,,,,,,,
BCMFP,172514794,,172514794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCMAR,35060012,35060012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCLVBZ,2456493,,,,,,,,,,,,,,,,,,,,,,,,,,2456493,,,,,,,,,,,,,,,,
BCJZSW,169653200,169653200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCISEC,134147506,,134147506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCIS,15000000,,,,,,,,,,,,,,,,,,,,,,,15000000,,,,,,,,,,,,,,,,,,,
BCIRIT,10545979,10545979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCINPR,41381465,41381465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCIMCR,2276424600,,,,,,2276424600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCICI,2517348862,2517348862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCHOCO,80451450,,,,,,,,,,,,,,,,80451450,,,,,,,,,,,,,,,,,,,,,,,,,,
BCHIS,114662182,,114662182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCHINA,1.06769E+11,1.06462E+11,306857573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCHANT,159162000,,,,,,159162000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCGRAD,129565236,129565236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCGED,9548,,,,,9548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCGBK,500000446,500000446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCGAR,45752015,45752015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCG,704002200,704002200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCFILT,39615826,39615826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCFERR,877429050,,,,,,,,,,,,,,,,,,,,,,,,,,,877429050,,,,,,,,,,,,,,,
BCENC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
BCEMC,627042000,627042000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCEI,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
BCEGED,63794000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63794000,
BCECN,13014439792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13014439792,,,,,,,,,,,,
BCDHGR,1469219830,,500000000,,,,969219830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCVR,22434285,22434285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCVI,41844040,41844040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCVDC,76326140,76326140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCVA,81636553,81636553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCUMB,37267367,37267367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCST,56029222,56029222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCSS,21311589,21311589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCSP,4907960,4907960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCSO,48210891,48210891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCSI,68996102,68996102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCSG,45140962,45140962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCSCE,13407320,13407320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCSC,6325043,6325043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCSAN,15278479,15278479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCROM,1324689079,1324689079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCRN,36809700,36809700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCREG,32423211,32423211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCREC,15950870,15950870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCRE,114110,114110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCRC,26139795,26139795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCRB,691293528,691293528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCQU,98159,98159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCPT,28485800,28485800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCPR,81494222,81494222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCPO,10214692,10214692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCPN,92805843,92805843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCPF,249730502,249730502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCPAT,200939858,200939858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCPAD,30290702,30290702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCPA,46012125,46012125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCOST,25425687,25425687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCOMI,1416277,,1416277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCNIT,15963140,15963140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCMZ,15337375,15337375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCMU,53028054,53028054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCMS,35713998,35713998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCMP,9288314,9288314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCME,105085559,105085559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCMAR,32661247,32661247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCMA,1042942,1042942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCLU,736194,736194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCLL,3067475,3067475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCLEZ,20662512,20662512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCLE,99386190,99386190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCIN,14803634,14803634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCIM,33126276,33126276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCILT,19631840,19631840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCHSR,57855966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57855966,
BCCGU,147239,147239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCGT,17163136,17163136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCGH,26644088,26644088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCGA,1840485,1840485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCFO,98577604,98577604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCFL,11009781,11009781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCFI,34251426,34251426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCFC,71069715,71069715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCFAN,95296632,95296632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCETR,2453980,2453980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCERN,89592356,89592356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCEN,50440332,50440332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCDS,11656405,11656405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCDP,26318936,26318936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCV,92875781,92875781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCU,121566488,121566488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCT,17080928,17080928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCS,92727315,92727315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCR,85842674,85842674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCP,6380348,6380348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCO,47510280,47510280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCM,59641783,59641783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCI,5145996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5145996,,
BCCCH,225633645,225633645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCG,9165615,9165615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCF,94569027,94569027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCD,2790175,2790175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCC,42322777,42322777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCB,736194,736194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCCA,41565513,41565513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCC,251908409,251908409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCBU,188888976,188888976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCBS,88545077,88545077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCBRE,393797533,393797533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCBR,2890788,2890788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCBO,78099140,78099140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
